source_file,token_key,token_symbol,token_address,block_number,tx_hash,log_index,user,amount_raw,amount_tokens
base_rpc_distributor_claimed_lvusdc_41932733_42533703.json,lvusdc,LVUSDC,0x98c49e13bf99d7cad8069faa2a370933ec9ecf17,42339008,0xc88f07a5a985d3e92cbf563ce2606d4067a5530d8b8129950c483c92fd622792,281,0x77777020820b2d68144a1c37447e5bf6b1902dee,78007,0.078007
base_rpc_distributor_claimed_lvusdc_41932733_42533703.json,lvusdc,LVUSDC,0x98c49e13bf99d7cad8069faa2a370933ec9ecf17,42346487,0xb3427cdce99808f74f6512efaee2cd9a8e7f81903b70cd56791d107c4f62107a,359,0x22b908c2fea7a1e6043ffcdbc77d660d4d326961,283411,0.283411
base_rpc_distributor_claimed_lvusdc_41932733_42533703.json,lvusdc,LVUSDC,0x98c49e13bf99d7cad8069faa2a370933ec9ecf17,42349059,0xc7a193099c2472f032a76bfe890857f203e107de014b7159f1fad655aaf97208,935,0xf0a391658f07e65779c7370a592675106c931277,0,0.0
base_rpc_distributor_claimed_lvusdc_41932733_42533703.json,lvusdc,LVUSDC,0x98c49e13bf99d7cad8069faa2a370933ec9ecf17,42355037,0x550dfa9c56b4dcd6a531caca36c2fa4ddf28714889d70d5dc0c2401ead8d0788,122,0x906cbddab9ad238bfc285604d7ea6d76e5badfe4,21313875,21.313875
base_rpc_distributor_claimed_lvusdc_41932733_42533703.json,lvusdc,LVUSDC,0x98c49e13bf99d7cad8069faa2a370933ec9ecf17,42358210,0xa2364a1565a82a0016db875afbda28f93fe10ce304e167b93f345cbb5d8167d4,745,0x01f12fb1d38156fc6d1c9a7d813bde4b52d38e47,218706,0.218706
base_rpc_distributor_claimed_lvusdc_41932733_42533703.json,lvusdc,LVUSDC,0x98c49e13bf99d7cad8069faa2a370933ec9ecf17,42395067,0x44bf6c852abbbe4d6ca8394b0e7e7acf58c1243adddd1fae7a3e29c1899abd7c,337,0xe93e606a0a718b19682fb0c78dc2972073c09d3e,106869865,106.869865
base_rpc_distributor_claimed_lvusdc_41932733_42533703.json,lvusdc,LVUSDC,0x98c49e13bf99d7cad8069faa2a370933ec9ecf17,42433033,0x2c9af8828e8ea0ef08ea1392a1389951d25fcb04322bddffa321f1af0b6bd77a,352,0x6345d8cebe906c721513debcfff6de2833a87d16,53,5.3e-05
base_rpc_distributor_claimed_lvusdc_41932733_42533703.json,lvusdc,LVUSDC,0x98c49e13bf99d7cad8069faa2a370933ec9ecf17,42454301,0x4fd22d368282d11cd4ee593e9a22aa4ac7251a3ed32ef29edc2272771738c403,52,0xd2b2a8ab7a8c903501f4db4ee45c67522a4511ed,11813184,11.813184
base_rpc_distributor_claimed_lvusdc_41932733_42533703.json,lvusdc,LVUSDC,0x98c49e13bf99d7cad8069faa2a370933ec9ecf17,42458288,0x54979d47b7dc94060df533bb958b3da86c8a52ab2fdd9cf00d6a8b63b0a45d2f,1178,0x6c2693f5a936f37ed03cfa8465bf2d8beff19a0f,26941,0.026941
base_rpc_distributor_claimed_lvusdc_41932733_42533703.json,lvusdc,LVUSDC,0x98c49e13bf99d7cad8069faa2a370933ec9ecf17,42476690,0x21a5e327e911747d885d958e566204700a6cc0f808cad09e78a3a40680c01719,877,0x800417f1244bffb037f177f9fc8fe1ca822425ba,74,7.4e-05
base_rpc_distributor_claimed_lvusdc_41932733_42533703.json,lvusdc,LVUSDC,0x98c49e13bf99d7cad8069faa2a370933ec9ecf17,42478417,0x5ce11d490fca2f81c2c4eb98bcda6487ee3e3077375ba704ac425f1998819b3d,698,0x38f046ae944021351ce5c2486dee3027c949858f,189591,0.189591
base_rpc_distributor_claimed_lvusdc_41932733_42533703.json,lvusdc,LVUSDC,0x98c49e13bf99d7cad8069faa2a370933ec9ecf17,42494522,0x6a959c76329d39aea8ca913d9bb81079dcae044705f35481def41138d49817a8,96,0x7eb4d1f3b748890d7dfcd8eae09b087454fedce9,1021657,1.021657
base_rpc_distributor_claimed_lvusdc_41932733_42533703.json,lvusdc,LVUSDC,0x98c49e13bf99d7cad8069faa2a370933ec9ecf17,42518735,0x8bb771f175b75965bd63bd5cbeffd03be7dc30b80ea48867eeac908997fd3920,1152,0x584fffda63364695006032d0364bf2eec2a0b6c5,15738,0.015738
base_rpc_distributor_claimed_lvusdc_41932733_42533703.json,lvusdc,LVUSDC,0x98c49e13bf99d7cad8069faa2a370933ec9ecf17,42522033,0x2bdedd994ab28a9a7be1832c440504f6682f7fdccc9623ad6842b5a46b9e0594,1256,0x984b744cb4f0346ee3dd8a016d817d2d7f1f8737,61026,0.061026
base_rpc_distributor_claimed_lvusdc_41932733_42628137.json,lvusdc,LVUSDC,0x98c49e13bf99d7cad8069faa2a370933ec9ecf17,42552745,0x2e3a550bbdaa66b549757b722c0eb4b016ed691bfae72f48d6b34fb1a40a2dd3,991,0x4ee711b72b476f47a05aec5a260ba42bb564404d,34088523,34.088523
base_rpc_distributor_claimed_lvusdc_41932733_42628137.json,lvusdc,LVUSDC,0x98c49e13bf99d7cad8069faa2a370933ec9ecf17,42552917,0x89e982db572ff5f095e25769703916d60e09e576e9da51d9e992b78e5b7991c5,918,0xa9911182421b6bad13d188914d602f7924de840e,22199920,22.19992
base_rpc_distributor_claimed_lvusdc_41932733_42628137.json,lvusdc,LVUSDC,0x98c49e13bf99d7cad8069faa2a370933ec9ecf17,42553000,0x91df6341ebb4ef7a27c3df8c8672b14bc747d926971b6bdab908e0c757705a2e,494,0xe496dc2dcfc830174f4d7d92973c13545327771a,28886972,28.886972
