block_number,tx_hash,log_index,user,amount_raw,amount_tokens
40912886,0x891cf96c74e339c362ea6cd53713eee6f1be6a85d3ac82ba3ae37718d10595a9,545,0xf6ffc1d4a7e4ee72ef969743a0e30a9d52cf3719,93,9.3e-05
40913083,0x2e44521e0ed150a7fe23d6dd8c73d467c3ef3530a00124839abd645eab7c9b8e,477,0x5ec8cd4881eba87279f5f243eb89ea9383e677c6,25000000,25.0
40913287,0xe2c7729b2666d31b9896601e7e52b99d668663add36e395abc939e5e216f1ca7,2083,0x9a1654a15ccd68d04b353c7ea8d5791a9316c2f6,25000000,25.0
40913687,0xc5467bd8c87214e81a6db78a89b9529ee59253d8c313e169d22cb3a0e7843429,739,0x19d7a7086e3a96e0aa783e59594eff743eb12acf,25000000,25.0
40914431,0x7c0999df1047c3c3d0cd4841590bb25447d7ad132f30a470c8d82d560430a7f5,532,0xdc0d5accb01bca7b0791695bdb9d038db260dedb,109603,0.109603
40916805,0xeb3740926921b1df2f30620c7374a5430974705c6b4dff3ce9f29cc0651e53d9,1243,0x8d7c258036d905014891d1b798ccddbb8c107a33,277649,0.277649
40916851,0x897a7bd0b46aaadbbbd4005ca5a4aed80526e987fbbc7a634f6696688b4610b5,1397,0x88b2ead6336ffef914762a66e3f329f9af4a0335,124773,0.124773
40916860,0x03d7c90e836e503c63872c69a78ff394d1e6900e15febb99ea6fe8437ba0bf4a,922,0x8a3c72135f77bb21912022597bc407db00817ff1,1737898,1.737898
40916875,0xfc6bfcf61e56fedf521f442cf9cc7b2f9dc8906957a444c5a45c9b47ba4cb113,427,0xb276cc11fff221adcf325f76dc21623707ffd0de,110925,0.110925
40916886,0xca81f7a53683e553306b4d5ae354987d16ae5923968aae51c78e849cafdfe485,910,0xbf092cec658a3137e76228b14492f80d70f121d7,552457,0.552457
40916898,0xfb6e898a4b4c33f3cf40b44833615a149e91d59d28130c5c6fe7b7c1255fc737,1336,0x49df3c6bed54bc73376c7c4a54e311a7bd36ac54,110717,0.110717
40916905,0xfb42b124c966da75422c39d2fe59c54260fd1e6dcec1c19a3ab4809fedd2c4fb,375,0x7f0e6e08c44e7341840fbd70b703aefc1e101856,1374879,1.374879
40916957,0x67e6c7c9729f80b7f1fbdcdb78711de5582f2dace00b87a869254be66ef9b4d5,1025,0x174a0e210f3061e98fc22e6a4fba9b2751dc10ab,557876,0.557876
40916983,0x8364922d6ee816c3a3490c04c2415d910213194447a4b3a089ed9f35977f8cad,621,0x43830138aca491493de391411c7dea85dc75729f,137815,0.137815
40917094,0xd0de97e796bb1dd8ff5bd250a732c863c4137d4d5bd79cbcf037d0d5294c1151,525,0x6fbbcf7cc190434ba1438f478b44eebddcab9c94,1096076,1.096076
40917106,0x76ea00e27a2f9d4a0292d5af32bbe9a4193ca51f3a6223e2ed72429cbd98b2df,743,0xe6c560f4fec8e4709247d77b1ed3672f8ed75403,548559,0.548559
40917125,0x53e4f907bcf2e10369fd1ee5c350f7d598d218425a921ccda581687c339031b8,955,0x4344107377080936e2fe7e2f8f95ddf31f2a1d9c,167639,0.167639
40917173,0xe5c4b2c4180cbcbd7c4f671445df77d8897317027b1585e860d25efb9ad6af79,289,0x234db7f4cdb2f84784dc0a2ac4eb30a396b07671,500000,0.5
40919138,0xc560eff4497e02f9b65db5ab501f14baa91d8ab40f9dbf079bb8c4ecf1db585d,782,0x8cdd5b195f0b0922ced3a8feafa80ede9ebe0299,9925722,9.925722
40919234,0xa21a668576056465f20900b6668120be320fdcf67b262cd2dd16893446bd3453,77,0x30d3918b2452d597ec61f4166ab6492dd5a32adc,0,0.0
40919992,0x7dcd0686fdf722f27f6d3102f95030091bbc417caf18c72d2c98b73527b07e0c,482,0xf614ddc260c8e72efd5aec92e3a4e3ecc4c2a116,25000000,25.0
40921839,0xd54214a903c4df74fc5c9db7e7cae320eac080e382cd6e43e09fd5dd601ea40e,359,0xa35c3fb06b17af73b1b385144d47cf7f4624ae6e,51,5.1e-05
40921906,0xd61b57f6e84520a356d431d480371f408f17fad246c9754fbd9755a4df0d7ced,983,0x792399b43432d3bcfe4174f444f23d59a9d33347,0,0.0
40922029,0xcccb0434e45d36502ba14d458e7ed03542da56ef0351caf760f138b5303790f4,43,0x2c2e209465d5312e6df0cd5f7d1066f1aff9a953,25000000,25.0
40923582,0x0a52221bff72bb86904c7e3df2c5bbc7b2cf11892124167efd0cf2f59186ff7e,912,0x8c580556fdb1f57853e49f409ae9b89f7658e7a2,318809,0.318809
40926002,0x4ebfaf026a51cd213d4267a0abd0284a2506468dbde6b41d4f9de1ee1bcac0d8,726,0xb66221a68ae38cfb60c93e231243d88a6c218d69,1407005,1.407005
40927225,0x005e92c7ce3ce659e9a613d60e40497cbe758e4b206045b3a693f28d06901445,822,0x9a80ec4259baf2d62ba5cdea03049f0cc53244a0,45729,0.045729
40928145,0x685977bcbfaa23464e1d90649a6a6321cc6d51cfdd63bd2214bd30c9bb02b203,837,0x2107dc09fd3c7127749c1a47c84e4a33d6e72f1a,1495535,1.495535
40928928,0x07eeeee5777d1ef77f30c9c4790c931815b4984d35a890dd124ad3ff113e1ff1,598,0x5b77b967fc9e7fb9132f88e00b7b23c64a345881,38317463,38.317463
40930306,0x1f1682b84fa4305b1ab698a7eed93c9388b664a9e2c120aa08bc510b01036a53,679,0x64bac0fc115ef0bb3e49eacafe89a8404dbb4c8a,50000000,50.0
40930977,0xffa6674aa5d78d3d244e28a45a4c4be865b8710272c7445218d675403b2a32cd,1623,0xe4388e3dc6c52795afa14cbe867abeaba635c32a,74,7.4e-05
40933708,0x7d66cd8bd3fc84320a278aee3a2d0d7a84f6f73ca33bd19ef0aff0afbf660d09,1449,0x9f09502a0b68edbccdff5e6c59270ad150def363,1268903,1.268903
40936934,0xbf2063bdad95f0482d4f31de939b826489309286027da73dae7cb88b25a75156,544,0x850cec90edca90981a3982bb6f06c16a59ab5f31,8841725,8.841725
40936997,0xad5865b12efb6c4c749a970c40aa65a9e1d89c4b829adc86cde3484ab2d7f903,535,0xcfcb3837e7cb84c5e88ff4f5355c26c77cb1f8c6,5794467,5.794467
40937012,0x7aad5a659df1b5da55fd634d2e5cf0c7f74c28cb73fa5b307ed9e1ad75fc92a0,617,0xcfcb3837e7cb84c5e88ff4f5355c26c77cb1f8c6,0,0.0
40937425,0x8debee0df4e631f801b131d22da8accc47dec099924fd6a0f8344e263e10b428,611,0xac82362174a32fbbad61efcb0f02b9016b20c768,25000000,25.0
40942746,0x4fd42fb68909895ab5898fae0bbb77d67e476faee9b39d5ddc82675bc737a38b,604,0xd4408dc67e85b229af48da4ce56d8892e76ded2e,25000000,25.0
40942819,0xbba05382990633ba4a7b9da273fa1edd5e7c086917045917bb2b88a4687f24a8,529,0xbdc338f3ca019e6db3818d04d21660f685bb80e8,193392,0.193392
40943713,0xc5c8e7449b8fa5746955bd87cd6121f89da9545012cf55bc3e81d852192ae1d1,439,0x461bed1c0962cbcc4484be93030a0ea54be6d733,25000189,25.000189
40943721,0x3362f84084ca581dfd41e3332665b0a339c406b62205736eb491a15745ad5376,779,0xac206dfe89faf2f394af56df6407ebb9053db240,25000000,25.0
40946013,0x0de34f5dbf2a57d87b22fc97fb4016b6fafe5cbe0233a5bba34ed892b766ab06,663,0x47add9a56df66b524d5e2c1993a43cde53b6ed85,695428,0.695428
40946278,0x980050e55d25634d74bd94bb775d08e04d2c881878f4e497fc34140bc2429597,1098,0x1b373fe377877d64e343c4c4708900cd2307c9e5,259074,0.259074
40947474,0xb744ac9389a3fecd5dd6f7dacfe99139bf28113754ee4a0405964a8624ff8d4c,1163,0xf6b1adb8e70af69b82c25d0b987af14331f3a263,98097,0.098097
40950866,0xfd0a3068835dc885877b00fef53816f8308ed42d5d5f5d706434f867e00803a1,790,0xd5dbb9e213545a4d8248d671bfcf6e5fa6e72faf,25000000,25.0
40954495,0x1d7340b38d0efd06e48ff2bfb4fc713a034904d8360d7e3fa14e8db6cd9914ca,1343,0xf153273a44d8e226de589907bea766390888399b,165,0.000165
40958045,0x68dd87a5e4aa1de08d2518d2cc12a5e54cdcb4752e23b85947da4e4f06738155,1117,0x2d8d4faae4950687a16360724751dd40652f3e37,99379,0.099379
40959124,0xd8b0d1f008591c78ba388bc726773089c4035a5cf80cef1c2cb7b66f7d8a169e,871,0x2f11df5cdac3c4d4473cff5a6d2ab9f6c7fe4bcb,99163,0.099163
40959227,0xe806f1e28c6c91550f19e263a2cb13c1c7a8f1b69e7463ab14ef446bfd72956e,2110,0x89ee8f1e4cd5f6fd732fda937be5e0a59fca0ee9,99271,0.099271
40959616,0xd69035a1bed04762a8eda5dbd410e4bdacec2850c7c496cbd76aa9d0fab53690,160,0xe9d028bcf7351e4ae8af663f04ebb24c35117267,1,1e-06
40959616,0x84cff58abc453901fffa2b9cfd09d056716457663d5ebdf52ee9747e00a805bb,810,0x5734583501085b6b5a71e192d999d0b046448999,1,1e-06
40959617,0x3c1acae52fa57129497d98750f4be78d5aea12fcf24be5605be85996af426b2d,96,0xeb7ffe336079979d7c29f344e28e5a08c102d882,1,1e-06
40959617,0x3f8c4fcc8ea7d9a2f92d824a97f11b87f4589837fae99f59f5394818a19097ab,908,0x5a757f711ccad305ed04fae468adb219f6b344fb,1,1e-06
40959620,0x11fa53a66f03785c67b1a0a92c9e8e0836e9fdd4ee5f319c285e51390ad94888,78,0xafcddfd3b15b2df4e0167b6890a4e7eaf1af1086,1,1e-06
40959620,0xab2667c145c713edc858f512a66b06711609d0f48c4246f6f91b7a856f66cf59,1114,0xeef8130e3efe2cb305f837865e389ee6ac306b93,1,1e-06
40959621,0x040bf97e3ce1b1e6bd7c2945087177235a4225a1544c061312e99b31841b5a7a,132,0xfd83d94929ba5420c044841da269f185875718cb,1,1e-06
40959622,0xd05e7e7b5d6d050c07d466f0d26a182b081a57391e5e5fede95e7a941d1fb3bc,99,0xc4d35c9a0e3f7a598fead082dc672cd128bc33a3,1,1e-06
40959622,0x1a9b3096ac809dc201ba04a73329626d7e6c5082ac2f0f87231ad72eef63f684,819,0x39c7ad356d1cd04fae27cb08febd8cf67cc1e75b,1,1e-06
40959910,0xf72b488cf1bd2798b5e04631f5eb48270d01e97ce1914091fd48a38cee81d950,696,0x101a68e156a824eb4d94cb14e758f8f2a83a418c,1,1e-06
40959911,0xe1458b77d306f479d9300ba697c45ab827177e7c78bb66944ef02affdb2ed4a3,23,0xb1a4633e2c6bb8210eebdfea3e9a721c52254fa4,1,1e-06
40959911,0x3ca73dbc346f0d08fd5839d95eaef96a2bc9edcaa3f9599a5a310b341ad1d5ad,872,0x50ac3eb9d1dc9db1111857f5d2ca8d3728ba5b2b,1,1e-06
40959912,0xd9e8bdd27e85f30df8495f4ecb33490701cde73537d36371d2267e7f8be5df83,814,0xd1a13d2b66033af2a7ce9a00c58e85bc93d45c0a,1,1e-06
40959913,0xc3ac5a9168e644fa88959b403ba7ad041a8f54b6d9d07f7c3137b5a68ea18143,683,0x0549e06560e8184ddf20b8b7bf9377f293303164,1,1e-06
40959914,0x3adfbbb0fd54635508b0f60d533bb0a205f760ece98ab08e9407934fa6d6a205,50,0xeac1221a5087f9766f98fd17ac14ecfb880a8bc1,1,1e-06
40959914,0x15ad63a5b4f63d72a5b51465057cda5880a416c939112f4aac22fe2ed5235e8b,416,0x53a8d36958b9a8d2047685a82154559bcf6eff1b,1,1e-06
40959915,0x5b0c74bfc74922f4e9542b77f01b351d1cac52abad1a29d67b64540475f4e8c5,1042,0x698f5608a2edc4e13a0138a6a8a7fd5e65e2a660,1,1e-06
40959916,0x768f2ad1c24aae663e4c7e31570e60dce5a2775b356cdb4664edc16047ea6c9d,45,0x274063290704611456b91c3f6628b5309806d584,1,1e-06
40959916,0x25f1e77947fcee7ef8f0f7e0dfc55979eae811fa4c84155f75b0da0eef1a455b,794,0x1e97109117463e841b689302b6115258b48881be,1,1e-06
40959917,0x83fb1f6c831e36ceaa94d9401e1a606d4fc1614daad9d586617914a8a8776a6f,966,0x7744be60590b301d513f08523e87eb6bfe009f6c,1,1e-06
40959918,0x329663b20870f291930b3d0ce306d424262ec92409db23c91d9a07f2b32f3edf,934,0x3faf96cc1af302e37b2c063ee63d36f31e6e5b98,1,1e-06
40959919,0x047307ac4fc97693aaba4127fe73677265e8de01447788b3458e3cde9cceaead,840,0xf8902d76e4c94d54b0ab1924e6e51e87d3f1d56e,1,1e-06
40959920,0x009a66a759a2d699632700163ca4f9390105d1af3c299c8086b32e785191729c,125,0x84e95677b0fa3b181a8a23d03f4042c0fdf46890,1,1e-06
40959920,0xdde41bdae638826b7a9a9fbf122a9e44fc3659eecaba06fd587b5b0c6a1d332c,131,0xeabd5e5c02db4a72890438e1f27d4db89093877b,1,1e-06
40959920,0x2ae7c186398f03c5dbf3c18bafc4f4812e781cb0d84c77f4918f7b2ce82b31e3,757,0xf7521504c17d35bbf73714ee5643eee906752d03,1,1e-06
40959921,0xff5f822adaa5d42a98fbd387f8cc7ef4d25b53984bc41d784d5cc96171ed415f,42,0xa3976731b6e9685148f315bd899cb157b76d5b92,1,1e-06
40959921,0x1e03d863c5bfd7ed10abf7782c6ffd55c9d2ba223ee613ff0ac8831ea6736aee,1002,0x267b687c2357e153692431ed8447132d44148d3f,1,1e-06
40959922,0x500297690f6bb1725b8fb18cf48499ff924beee4f9bf393c1221abeb66c59bd4,683,0x123bbf44a0034da393b6fc2cd8df224d0483849a,1,1e-06
40959922,0x244d6ac6e68df6ecc270676ed869992f816a2b735775b05a6ea62db403eb1e03,710,0x6711963874132d959ea5a605ed8e4d332d7c40b8,1,1e-06
40960167,0x2d4519948c37372def675ee036be2c1e7cf7c4f1ec6109b1a90d09a280b76bc0,905,0x4a86e5c97d1339dc411bdc5347b8dd657fef5749,1,1e-06
40960169,0xa4626612430c54aff033326133c2a0cdef389585f6554b497bf4c3d27f2862c9,661,0x73578ccf5f579c4b6d282e178ad4bd80686783bc,1,1e-06
40960169,0x8d2c3ce507954ca23c2029c1a38bfcbad1bf25fb8b3619ad11f52f53411f4566,847,0x61f7ea2334892e7248eba631c1be704bbe004d42,1,1e-06
40960170,0x65ee5167ca46937863457139e5c7b53c4eed2c699c466921f0a52b2a9d25af3c,1105,0x814feb957ea199eda4440db56b3bee771e409ba2,1,1e-06
40960171,0xe38261a60fd98861f7adeaf9c1c58f68fbaa42d9174b64149077eb3961b2ee41,79,0x1928ca8146f1ab07a036e1dfe0b78154942f5f04,1,1e-06
40960171,0x0ad9e0108e4c2d349689acddb9df01d383ead6135fd3432e3592e4632dfdbca5,781,0x4f759f4eca1e19069f19f2544ac880357b5aa8b0,1,1e-06
40960172,0xe970e867ea887101bfed7806f4502e5e503a401f9c1083ee92727bb725c6c98f,682,0xc5c915922d0c77b82276aeb595e362fe3f0a6656,1,1e-06
40960172,0xb76f6e34abdfd9f437b355d202df1b29cb6061b1de9fa629a18d3a51a3004235,1034,0xc8be44e0af38d319975dc43015cbc63a0c94d1a6,1,1e-06
40960173,0x5956656977706ee097e7e860592d0ed746733c03b0046a9e6ebc0a9cf4ed48a7,51,0xe5d325432a73d0b514ea7aef4e1b1fc2522d380b,1,1e-06
40960175,0x8f1559fc045bf4a546bf04c3898c159b5c6127c5b3360ed6ddbfd4b368af96af,73,0x49597df593d62363d285043124bd271085216503,1,1e-06
40960175,0xab0d02f8690be55498d5a7a021becbe8e921423b6d90bc2c1f0820d4132ec66e,796,0x97254f2f5c6cd7272cf98f1c26b77a145fd49dcd,1,1e-06
40960176,0x979ad6689b3421e2361c05a266b4fdad58e58994dd814041ab6f029894d65621,648,0x1499ee69e58adbee5661fb1f7e277cc4ad7e6378,1,1e-06
40960176,0xcc50da295b5de883254d9553f324ea762b6523444c6e51f7269aec08d9ccb7b6,1055,0x63f4668212fdaa8ea0ccb2d08147a32f47485416,1,1e-06
40960177,0xf1c15ac07dd0832d9a67a905ee792b5c51290454631a97ce7f37846bf0853b54,568,0x09307b1bc998965f1c97179d4a4d977ae35405e7,1,1e-06
40960177,0xd5b470329c3c753902b5d38085445d7d6556d8714f01e1a4973a5c7129658dfd,932,0xe6591c17a92f0a89c0cac7694368f7d82d524c01,1,1e-06
40960178,0x8cd23d0a6c067d46fbdd6f8d116cff21b41dcf1780f03316d556bb81011cd48f,861,0xe1555146034dac81dcf9c8f5fa31c81cc500366e,1,1e-06
40960179,0x3e85b8a513dc40309433c15622b8d569744a9e11e2d9e054124e4964f10dcbda,77,0xc995e2de87a12d327b1ee05c817a9b31f16c2004,1,1e-06
40960179,0x1dbdd121b8e47a50b34b69dc10f48b761fdc3d7a172f9a1d283e1090fae2a60e,1517,0x7ece09c1c12a8cf4f21d38d3ce5e37563c98b701,1,1e-06
40960188,0x682ca3f965a0f8c1c12bb93752343cab27feb9aeea78bd815d7405b7015dad6e,1381,0x178dee0bb75bd4ab29918d2b6281a423c80bbb85,1,1e-06
40969483,0xcfdc57d12b7a0318fd1138064e4611f67e747208de607054e6dab0f2c8490401,127,0xb608929c78a1a678e40ba374a2bc459e443601ca,45,4.5e-05
40969628,0x37b29cbe4fa72194c13c09f5142dde4e0ad37c5dde15f1db9be840d17d78cd09,1216,0xece0ad248d76d3a2201910e6f55ca69a188553e3,32000,0.032
40969999,0xfbe955354895e8ae5342b7bc1a36c663c7810c7ca1bd17f80e14fa65cd1a24d4,1067,0x584fffda63364695006032d0364bf2eec2a0b6c5,5850,0.00585
40970276,0x868c2ea8902f3b5863227a99680f38e70f3ebac18079fe7f06ec92f64821a63c,781,0xaaafeb4c3973d9bb2b354ca3298e19f840f4f3cf,0,0.0
40972332,0x2af7ae35b4640001b0d4efa6a434270ab196e63d06684bcb49411ff6c6e7dc55,745,0x8bd26010eaeb7a81af4585b59809da5ed7b4b07b,9631601,9.631601
40972972,0x733c8e31fe7eb3ff7a7d9896d4a0356178305321c27fd729d555de77d52ea1bf,1058,0x1cf8da0110f4cb8924aa4eba7ef3a04430897c05,19358,0.019358
40980971,0xb3d7fa5355ba55120d3811955e58e060972a9c1281e42da53f114812ecd6bf81,448,0xf64a33773a69e2922ac50e404ba35d901675c59c,266,0.000266
40981512,0x5f564a441d1a39ca7c8bbf265a22fadbd0f320fe8d9577e6adea8b31548bc530,393,0x8e5d2f8a445dd6812e907bcb0fb4633656bcb8cd,4476567,4.476567
40985931,0xf7cadcabb4bdf2b190124bb61cd6ec37e5556f3ba39c74237513be51c7b18423,692,0x097adbe246858a0fa8f9492889ae00fd87638044,405193,0.405193
40987706,0x525480d99b64b180752f08dacfdc3c59444e03824db8409b13cc64da5a037740,962,0x185cfafca1f2d364c1acb7d568b0f221623d40ed,25000000,25.0
40988242,0x338b18f28e316b3b6be48bcc090ee26b94371552a16505b23b07652b2442620d,738,0x75ced205436ee80ea4ad242a69dbc4a080651050,257,0.000257
40988411,0x719c890919cfb154870bb5e9e09f106e0e8823d4aaea94eeb66c2f2f139ff047,660,0x08f65f90603eb167c9c0fd3817a74534d0a56210,70921,0.070921
40989122,0x36dba4a4436828c9664c19414a1b15519aa7c947e8faa99c81bc6ad53f92c95b,354,0x20f9707f91962a43f941ad8c3af9ea2284e1d78a,197,0.000197
40993733,0xbc7f629aeeda84a61df1da6283da9eb7df50123b438500a39cd06065c9a74264,646,0x7e13fe0d06f2e73366c57e2e8a201ceda367c843,210,0.00021
41004389,0x02e7ca9835a6af32a557ab56e28676fa283bbdc4c6546c801ff3685ca066809e,350,0xfed9fe970880ffc916ccd810654c5746831f528c,18,1.8e-05
41012221,0xfc5fd9288859ce9c8721f3fbb6cbec13a7629499140e5a7ba0f6456ac201ccd2,488,0x9b139d48ced583a58604d589d5bc96cc17f680a5,25000000,25.0
41015141,0x4b81b330b47cab46db97e41db70ef5874e9d8754e94346d26c92222307319f7b,662,0xcb173738313a3237b24124fa09377ca515515899,20094118,20.094118
41016953,0x7c7bc0c4633c2f402cf746f19aa211c643f8d82d7ec158dbd0fcf4ac2db66e16,1307,0x6eaf0b9b37c2819838d29c89f0ac115752039e5e,0,0.0
41017557,0xac78e5cf9650e7175273abc66a6a54bdb843094c63df5ce4b7b240a2f36863a6,551,0x41b28f2024fbf84a6f344cd79f86b497ec3f0f29,424786,0.424786
41017689,0xebbc74f21f29353f7b175562961ad9cd9d8ed3e10533a49eb277a6cd8733375a,1204,0xd1affd0f02bea142c5c5ce0ddbcc4caad7eeac3a,405831,0.405831
41018542,0x66947005398a317f06e3458750bb40a8ebc85ee45b7f7f1074c6c1392a8e613e,461,0xb97e1a86a0c2d2f6aeecbfe61487b7f29bd13f44,104453,0.104453
41020527,0x8be2571d509eb7902c46dcc5013674bb837b55ec3bfe6ff3b358c3bf77237a41,1523,0x3c8999e6b8ae7eec906e0bf5de1e26ba4b03b0d8,73829,0.073829
41023188,0x6c8ea7ce120821ed83d54982d10f2b3d38318b9a8ad99f965d970e518b03e719,781,0xa16c76315750bfe8c99f3eab264d384d1eba0883,25000000,25.0
41025070,0x860a7757f2ffe4ba42277195bc913f05efb1c90b2c46ab7118b13f11fa3084fb,707,0x7f3872433105637e9b0adf850e356f998374d936,1,1e-06
41025597,0xbddaf8a5d9820058bbac8760e5d39d9b2ee3fad85cc29ce79b33ca4ccd8c685b,157,0x6cb4890d712c91020df2e62fb7bb869ce6ca3e8a,50000000,50.0
41027414,0x58cf3b289f6e9e8492b8ee0ab8e15e07a50ad1ff8f3036661c7b2eeee4d4dc6f,835,0x2f79b95d084d243c06b668a60a2a6c4507981078,4043414874,4043.414874
41029906,0xc03f1d9f3cfbd612225a99bbb3f15a91b59de48eb0b55e05c56c66bbe9058544,1033,0xc0bd4d7b0fb36ad9fae0b0b00ac582da94d82a11,1802001,1.802001
41031770,0xc8c83f2189738bb6c36af496e772052d4e15078cc042d069a9f1b37318de1f00,824,0x470c4462c67a3fab03901b81c0b96909f8330ca6,25000000,25.0
41031833,0xd30113f07acff13a33966d503d4afdb0870d43b373df1867b26833845142be4d,863,0xb9ed955fc3a389229a1873f631669a40c345f5f4,3395124,3.395124
41034918,0x8f13f7e4a57762059381df32c1bfd8854326be598c689a6f11ff120314b6cdad,131,0x668bd245bbf74f0c9df3295c19591b819b898d3c,260948,0.260948
41036517,0x5000ed0362bb6f085fa2b0bac83e6caf7515c93e33f64a6f4d66483f914ef952,556,0x4efd3ccfb7a1de70e1b9553cd96f9579dad10ba3,1635223,1.635223
41040459,0x1ded850e4f8b674a73df8febed782b9db6db2a0cd606b22543cd4ad103591f0e,1175,0xaf012e202810ae5cb12665a3d3d522658e276360,146827,0.146827
41048972,0x812b175352655e66233f37d5ff958cc85d30aaddaae4614fa6cecba581719fa6,1744,0x792399b43432d3bcfe4174f444f23d59a9d33347,0,0.0
41050868,0x21b0f463778e69c3f804641801b241c8f0ef15e0565dec10e50379724d73f7b0,703,0x74877f1c19c595ac8fcd5136162ee3237b22562c,32121,0.032121
41055623,0x59fd075a2b5c9b32d9cdb38c6e1f4efe4a1bf35793177ec851e2b31044126dac,829,0xa929e53d860016bb3dc3bce657a8bc72f7cf602d,234421,0.234421
41055778,0x03f05cd530b9a460dab7cfcd07e16b5a0248287120b1029e485ccf9f41d0d908,149,0x654a2537e2d93a824561ba4b501f6565eee86d59,6499548,6.499548
41056166,0x6cc5417d725a56b3eacc4d660e22cf2035cd2cd1ff33ee209383bb89b32c9297,276,0x00c763ea9716c173b7406e926e84ce6394976f29,270447,0.270447
41056493,0x25a6a209089a6fe38e9a9a1ced72cc8fc1800333b9eff29e34edf711de72fbd2,571,0x2e81aa8da2bfbeb2cc8d127248ebada6fdd7eb86,1895775,1.895775
41058952,0xdbd6ab918e42f87964afe25ff9e2d882261b6d89157ab77897f24df96f57335e,492,0xf123e9b47aa50265d01cb0b69b2b027ab8e5470e,25000000,25.0
41060553,0x4191c302f1a6bce980c65c039c6a1b6d47eae3f4c10105d89e91823f6fee8191,360,0x746bb7befd31d9052bb8eba7d5dd74c9acf54c6d,4164716,4.164716
41060655,0x71a997106e1970ca079ea5b474689a8d9a4bdcbe45a205c6717cf6bc045b646e,571,0x24d016a2cd05e8a8ed253ec8d6d1ee0ee0117122,208231894,208.231894
41061059,0x74bd4dcf37e84c8a38170dfbb08fb3e8aa604ccf76ae0d2bdbcef2239cca44f7,475,0xec7bdd940b9ea28ed6fbc4cd5e31511076ca040e,150839239,150.839239
41063568,0xa9fd49e464e9b0ed42c400b02a4fde9b94d2608cba7fe2653924281ea2c04ef2,420,0x708df04e03ac02c440937be6e631fa8b46cb89bc,434910,0.43491
41064062,0xcce8c0e4dea4e84cc85183e0c35f2e28edf20a54d9dfd469af16b4f5766ac69c,669,0xccd1dd4b5f8ccf38040ef35d1833fffb42422538,343635,0.343635
41064355,0xcbbd6c3976102580258221db7552da1d1f3e5ab8eb6f2f6af4082bf654053609,712,0xfcb6815cbd204df2e112747b613fc4b308f0e1c4,141361,0.141361
41065923,0x7847664ce0b8cc3b53811e997d17c0adad84b6c85ffbd62498f01c5521f18ddd,325,0x5b77b967fc9e7fb9132f88e00b7b23c64a345881,50168803,50.168803
41068023,0xb71709c7be981545cf5dbca91222a48be9113c373774b86efa2f94dd3053022a,899,0xaaafeb4c3973d9bb2b354ca3298e19f840f4f3cf,0,0.0
41069250,0xf1f6e8c676fc8364dbf151663bb4e63ab82b1dcce078432307b9cb47a23f157a,691,0x818102c295eaa43c48415b79ce8b3b7834d2043a,885140,0.88514
41069606,0xfa7645ecbb2134006539f93d915daa4b36afd4426715ab0a34b5af29c6358fd7,482,0x193eb4151d86bd694c2a13b6b787f8f02700de03,338615,0.338615
41069628,0x5125a5c2ebda9ca6862178c7c80fa9983f703c90ad86464c05057a3f951ea479,326,0x5ed4522ba1aafd2aca8b38de70b1715a15e800d5,70780,0.07078
41072529,0x6a0197ca8e74c00791d82f1fe08b619e4d7f879f942de620716886a62e81b90b,1119,0x4fd2117def394e7125a75998429771934d3d498b,89712,0.089712
41073321,0x998fad6c8c80a1a1b13b076c363a77fd82ce280ec7b7d11d1962151e24495d2d,177,0x9eff8240347674574b63b3db78f78fe251b50fd9,462301,0.462301
41073981,0xc43f97f1a57a8330351ecc730741e8c9d26ff055048b741b51f34903ba343910,1199,0xd24d64aeaf59f493168b0e424d02788c577c0802,34,3.4e-05
41074073,0xd4b224ca793f6fa59afee3d4be5849096efdcd714108be9a552b3c41731f3297,370,0xf8cb9434a69f34720a1bf44bcf5b2cc0fbcc36e6,1036429,1.036429
41074376,0xf3241671c392fd82b547d1ef9bb701a6493e41f9bedd436bbdf9c5f3f02ae0e2,93,0x6d96d7c5083b7e62274af095df87cc29115a4249,1018014,1.018014
41074434,0x3b9642cd5240cce76a102170d8ccc54980c4659f13ed3711e59a4ebf88eb6a2d,75,0x6d96d7c5083b7e62274af095df87cc29115a4249,0,0.0
41080984,0x3c92562a30539bdac963dad9c24cadfec4acf069b33c01dd382864161b7bed97,179,0xf46e183e8b010cfdebe57a50064149e65504c2bf,425585470,425.58547
41081052,0x67d972a6b6ec7d48a9c8feb2bd826550c3b577f0bde181c5c3f77fe1117b1322,1177,0x3de2616fd986168d4ef592acd95758727b25458b,93427406,93.427406
41081087,0x60bb82d7c56a091cbdf2dbd1d6c6ab5f9917f04b8a86f9a9e13dfe4367bf3028,287,0x4b0aba5b8501f215c2c13cc7ce4ef857d5a4f67c,1006840643,1006.840643
41084501,0x2a042f6f31bb481a0f29b1a150b6a0a678356f27d8829524127e9233fea37be8,414,0xe69906f3e68157f82d3886792f6501f9b6b30ae3,0,0.0
41090862,0x83e1991384d95a1ce17eccf3d0720536975c3eb154a7afd6e591c472f9c014ca,670,0x7587eb03e7ddecbfe7274b6c0dfb0e055ff1ea1c,9288335,9.288335
41094694,0xe5693ed107113e2f087f021dee7ebdce8e8b5d9779a51c5f0333853c0d5e91cb,823,0xfce8b034e2a5176d31b66bd63a5b7176fa8e6843,471778,0.471778
