block_number,tx_hash,log_index,user,amount_raw,amount_tokens
41098129,0x781e386d6d12d35738b564d88737102e8f25799d554db927e0e5133c81043112,762,0x6afbdfcfff76368fa0c50d6e70ceafbb1ac21f83,3192568,3.192568
41098217,0x2f2abd7dc883eac8c1ad0da882ecb659f08c4d89e1015dc431ac3665bd87aae1,919,0x38e32e78f9317da02d473fcae2c5471407ec07c7,321660,0.32166
41099737,0xb109b4863053fcc77f3a323ceceb6fd1aa3925222511a4d2f764d8641c7b0232,571,0x9f09502a0b68edbccdff5e6c59270ad150def363,1658494,1.658494
41107445,0x3f1f6f7a79fd6b92a7b0e7651ee4c5908da81467861f614090cfe07b814f21f5,1356,0x7b384b796293f33be4fa32cf5f4698bfa2f0233c,12074915,12.074915
41107471,0x3a782bcf1726f6f1b7692f2c0c89ac824e22fe828853ef916efc699e47a18727,2100,0x7f4b21ce195f292cc454d168112534f0b22a2be1,28576679,28.576679
41107494,0x059c966573b329e7ac0eb0bb1297478696b5e719b1ac18361a655763a672e309,1071,0x476d075e42dd0f85956964e093e3e87a69a53e86,3603862,3.603862
41107540,0x385e5d0c80c1505e217fdc8092cba1e7571256291121f669edd0f9f0824b1b8d,871,0x5fdce8fc1b7cb707e673f0f0a69759127932227f,25510835,25.510835
41107620,0x9fdc08d8e8e09acaa4ea887bbf3bf9485917d80f9a49e468fd00e94d6d376968,1109,0xce4412645709b2b83b7a7e300cc3b2450ac344b4,7432210,7.43221
41108280,0x562e84fced77e0aaf34aa3aad6269e65d06ed7bd0bd9c91b9ae38e2dc6aaac94,967,0xa78c8e485ffe510b60322c95e1e01010edff524e,209077646,209.077646
41110288,0x72617563a638f8cb5f96b6ff041f9a59a269f607f78e4ce937ecaf33c5746253,344,0xee2bb96a633e50de9cbc8b4229b07cef9a008852,32405,0.032405
41111518,0xbab9b408a73dcf6396af5b08cd227b91e0cfce02cb1798a0d66f54ddf5a09461,491,0x5d915544ad63fe4bcdc946ced7ee18f3d550dc94,292762642,292.762642
41112718,0x4d8c064d7fa5c84955e6d0fce26fbd16e7dd5068f12b09e2b8479ae9d06d5982,562,0xc9b7411fd802bdfa055cfd469d1aecac2ac64394,3657,0.003657
41113344,0x3e3fae06cd71e73d3983bbc0d185d5e7701907767edc213d4b6b370ad1f5ded6,298,0xa1d8e1b68a8f67cb478ef6736f6d778fc841e1de,3026394,3.026394
41114078,0x252d08f0c0fbe3bc6eef2a92e3bbaba0d6a3fb6863ea66cd028815066246fcad,1079,0x2ba6750bd182dd651391117592a149b99019fccd,345700,0.3457
41116550,0xead7560d76c1cff4893eb067cffb5a21c76e81328a7832eae15d693a9ab402ac,1441,0x92b128a7f04e4c7e39c915b344cf3a76aa87728c,105237,0.105237
41117037,0xe127dd2ecfaa2c8e253b0c00b91eea79c65672723b38ec68fabd90fe4c62ef48,362,0x83288c634b07d471ec32cae1997b15d8d5f9a7a0,4089077,4.089077
41117315,0x74c89e31cf919cf3f6c900cdda3895fb02b4ee5c73db5171677ad707d3f0e121,937,0xeddb40e0d9fd8aad75eddc25c24b545068a8c0c0,2147111,2.147111
41117335,0x864b6646a809234ea8b61b2fa79a0ca1ea03e3c71a9b12dbc1d087e03d4a5236,217,0x49ac50efbc00f878db280ffefc9c2ca87d0b0d49,3526616,3.526616
41119556,0x2774e89fe1f5bca857cd03bb491a7dbfa3a8b54de5d54c64830f02ce41a6ac5c,365,0x88aad701c39aa2acd2cc170bc7c90750cfd36da1,692152,0.692152
41119768,0x47204ac2fa362c0720d94950f79b7979426554387bbd3a6d9d514f7dfe2c354e,2522,0x3c5aac016ef2f178e8699d6208796a2d67557fe2,2616031,2.616031
41120277,0xf03be465f803a74faf4c15fc90cb798e54a83a4cf6c255d4d38e06618cdaca63,187,0x25dd05cc38f1c5d370cb161f06339917bd92c54c,2,2e-06
41120527,0x71ccbc7ed99f60776a3d0a8fffed262dcdbabb8c15e1fa27bb467ec543bf5125,1865,0x17a8d0c10e9f907cdd9c67164012c2b6d4ad1783,363062,0.363062
41121984,0xa67ccadadf3dd6360fa8d3f81f7ea7a2d3ec6ea0ff200980c6cb96d242e70acf,79,0x133036349bb11183145e047f7f84fdba5b2a2d4f,20081905,20.081905
41123613,0xcb05c16526860ee4d6336f5c71995c3488bda146d9ee8d20d8159fadecf63fce,603,0x22ce1392bd7814dd8b26fbff7d71889b74399d1f,47716,0.047716
41123685,0x96986384fe33309fc57190db4916a4398f1889ba75cbf2161b24e164c44c8c2d,968,0x3e59d5b2a7e9e17c5f1550eaf161a4866fb4395b,174,0.000174
41123765,0x2f1805cded4484a496ba6f29bb4fceabf4bd8328dfcb17ba32171462d2ef2088,1168,0x6a1ddf4b96db63f0f4b21911c7077b35d878f0f5,1340586,1.340586
41125098,0x105a52a4e33b86535467babc64e31bcc0b3e9071f78c0402f18bde969a04d010,337,0x5abe52fe947a67a3c92953072cc676ae104c5774,78586036,78.586036
41125256,0xfdc4207ca328d4ac1e96511fd2c1a201bec7afd253443745432bfe2bb415dfe6,1181,0x0e2852b070fbf866acecb93dec04b91f02804cfe,674829,0.674829
41126254,0x074ad6725de988ce9f063e9bd4764e75b4b7fcacc86bf08675413688abbcda1a,855,0xe9916c28f490157d5a2e67c00b33ab3df74ae1ff,213890,0.21389
41126440,0xcf0c0537c482663584ec7d062e08778d50dba1aad7aa69898412cdae003db9bf,115,0x9681a2b9e7bd10289e7d5400a5270d9c8a9737e8,227529,0.227529
41126515,0xc9c135634adfbabe3593c3debb5aa0db7bfe5edf8097b51db6c55e46f502ca1e,476,0xd942fadab3fedbec4650497982ac15d594c46ec7,6342113,6.342113
41126531,0x323651ffeb2b8745ca2a981c2570acd679f93b168842323f85d79c66e1538003,599,0x8da64494d7c5d9972be1375b10095a60db8bd914,459432,0.459432
41128029,0x15090dee477aae1655fc8afcfbb057dd6e61e05354901821bfded4e05b6c3d7e,930,0xb9ed955fc3a389229a1873f631669a40c345f5f4,545665,0.545665
41128239,0xcec8b4d90e3b1724cbe07e4d145f941d4cd6e73eda78a2d3fd830855c168e760,677,0x1c61a709ffba4bcb698a7d9bac8b942280b9d471,889914,0.889914
41128614,0x6644538f4c3ea0e283179a4d4ec2193e3660bfc37930139cda1e8c8af12d9f41,1969,0x4092f02ae5025336549e745439c0efa9373c11ed,391565,0.391565
41130710,0x172aaeb63c86f0593e7ab6dd99b8215207be5b0380dc2f7d9895934fbc7f01d6,299,0x77777020820b2d68144a1c37447e5bf6b1902dee,38570,0.03857
41132542,0x363bbe3a5036e2192b5a5cdafea8a166b6663927a8d0abbe6b6206a5302ced46,1260,0xed5867b464d841aea7d92b69e22e830178d8c97b,129057,0.129057
41134422,0xa8d850652f92ade294370fd65aec302468574ecb8e82b3042c416928225ecb6d,126,0x48cf1d157ef52344c87776dd4686a59cfed3afbd,776988,0.776988
41135095,0x166359732bfe1db6f7d685fd98ce0ad3e2c6076d929fa38be8b524bd23c69355,491,0x2395cf5979aedddfd756538361ad912af6c85652,2214130,2.21413
41135389,0x5ca238f051387479d9b2010d8534bd915518b937e7b00255eaadaa0c03cba357,841,0x94ce070732b3cc25a48fca9c50d24ca8b5dab857,574508,0.574508
41138509,0xa66d97e5d1adcfc92b01352ad2c51158b22855a2750a6e712bfc4d0069c4c837,669,0x1cb432f80416f07db4420b8c20447924a0658894,3350971,3.350971
41139968,0xea96eabee777c53b967f140c64f0cb07d512cefeccc5c868dd1ef60476d6ac90,142,0xa4447a0a757fb856eead3527fa10a3cf1a8307fe,100362,0.100362
41139975,0x5448b04b2430cf093639a9430a69a8bca0b7be5063308b9e4904a12fe6557b0c,877,0xdc0d5accb01bca7b0791695bdb9d038db260dedb,164425,0.164425
41140455,0xc6040873ca665607ccb18ee84bb58eef104c669f25c312efea129178331925f5,311,0xf55c6eb20ff6e71ad862e0adfddbb47abed75b78,48743430,48.74343
41141483,0x5d6404e948ef25efab99780dbd33873ce3b2f53c1451c164fe9a1a8c16bb7f79,583,0x0dc902e11a61822f110842fa3d0ec094486d780d,16563995,16.563995
41142754,0x9d01bd97b8af0bf831ad400e1ea3435242a4f10fb114fa4cdb7a41f6362c6c47,1572,0x0e419dd39010b8ff3a89c4f3b2f168950e823a6a,4716,0.004716
41143087,0xcb9f454ce668140f2815ba9bfc576a1a114a91237359d4b14edab3b4d96aa727,596,0x5dcf2f431d33d53e666303b6c72277e57d761782,212691,0.212691
41143794,0x494c8bdc97a6a27da62cddf96e8a86076d74fe4d3fcc85505f210568de6f8a6b,662,0x7a209ffba040cf5dd345994d2eb4623477f0ee01,22140559,22.140559
41143877,0x45a47c588a52b47537bcb36e05658375bae973e4f130e345fc0cfd8dd440b403,711,0xea26a34bf85d23da8bac2df8082ef3efbcf3ebfc,16202,0.016202
41143939,0x1b8db4c0553a535fbdc900a28d76cc4b50370038e53b6c1e58eaa3c09bd1173f,393,0xb276cc11fff221adcf325f76dc21623707ffd0de,1023637,1.023637
41143951,0x988cf0e2576cb6412d07f678a1feae6668c7cb1bd57fe956aa0f511902efc930,978,0x1fd3aa01b50d88ae7037b6a4b91db1ac47efd88a,288608,0.288608
41144015,0x01c28cfd4228d340a27ec46024f78d029c7c508ee43afb1034aec205603d9684,1217,0x07af8d7effd528d747d8da4ddc3a0493bbf8fad5,855010,0.85501
41144037,0x160f42a7b661403a95fed15078c2077a5bd7a11838cae937108dd52d4edb889a,1149,0x4344107377080936e2fe7e2f8f95ddf31f2a1d9c,1631958,1.631958
41144051,0x15a3160f713c21acf61a421a09899a92cd19d67f49eb7bb76f877380362927ab,801,0x43830138aca491493de391411c7dea85dc75729f,5137323,5.137323
41144065,0x4ee5a67490159c339ec3b4ecf91eab36d0156224ae16b1b911666185aa733aad,878,0x8d7c258036d905014891d1b798ccddbb8c107a33,8001363,8.001363
41144097,0x1254f79cf2c0499f4e49a85c00a258f28f9f2a03c551583a6083124cd49b762d,596,0xb85879a3d3841823b9894d7b90aa07fd9be65bce,109780223,109.780223
41144129,0xe0274721dd8e70b5ba3a66cee3c6a24710a05ebc70f84ec7e7f5001bce261f3f,804,0x78082d8db5a648e92950c3ebd9867edc7cccd19f,0,0.0
41144132,0x43cea68fee8dab05b041699709f5bb46b6b8a956fc7719141ce651ef9911a86b,1141,0x6e43bfbfa4ddc7f8a584162672e1f8d8415824dc,715757,0.715757
41144142,0x6442ef84594a90baee0894a4840badcc609de710d1d6c1de3af600f18259974f,1068,0x88b2ead6336ffef914762a66e3f329f9af4a0335,2361482,2.361482
41144154,0xe8a74abbd941c5d8c2f12792694c393bf7c1b2863c82eb21690941c79af400cb,395,0x49df3c6bed54bc73376c7c4a54e311a7bd36ac54,2643833,2.643833
41144221,0x2152276d2fa9b262a6005248f70240606c0d0ebbb9a7e52f79ebbec50f97f60d,270,0x71c9d94ecc47cdca883ac75d9669062c8d5dfa83,633037,0.633037
41144270,0xb1b84b970ebc70aa46acefe8166ce9e63370ef7ca37967397cffabdcf96bcfd7,341,0xb8372d3095a64debb6218af159fb5a0f45606a4e,264691,0.264691
41144288,0x7d204d4ad28bc3b7e283ee702ed1b9db1cae632a3f6e15288df275c7af68be8e,520,0xc01e9a41004bfe0611d79ff6ccf554bbbb3b044e,70096341,70.096341
41144302,0xbdd31c47f43d2ee976be6b662da38bd2aea40a15970274bc9c2cd7c7203436e7,1700,0x7f0e6e08c44e7341840fbd70b703aefc1e101856,14007452,14.007452
41144354,0x670ddcdc5e3b8e6d16aba1e583906fd5f9ef0866b4a9f78e7933d5d642bae331,1031,0x174a0e210f3061e98fc22e6a4fba9b2751dc10ab,8343453,8.343453
41144463,0x59cadf156ea470825a8e7700ecd281f4f5fc5e66677fe0974b4da697f7bd7461,1625,0x234db7f4cdb2f84784dc0a2ac4eb30a396b07671,19000000,19.0
41144557,0xa7cdf172375aa11e90ab74eb9150b91c387ba89a377b453a0cac904d01c4883d,378,0xe6c560f4fec8e4709247d77b1ed3672f8ed75403,5475962,5.475962
41144597,0x76c71d3c352c5b7b16b54986cb35670627649a051ec2a946e9fe4d59b61db7ff,674,0x6fbbcf7cc190434ba1438f478b44eebddcab9c94,3288356,3.288356
41144853,0x139c517553d41ff5eb54a99ec65066a0f78aaaa91a565d7113e7b1fad3b4d534,474,0x399a7c84ab9bdc867c12e1d462fa68feabce13dd,47153098,47.153098
41146398,0xb5248a4eb421a327616aae5f34cdf9c2bbdd91845265ad22b72e82ad02be9c71,1134,0x9e8f8d9514120ac2cd798e05f4a7c851319e0cdb,342999,0.342999
41150971,0x81ce941c982bc92102abc8ef97e84ea278b42ce4572ab134c151ef1eb1020da2,473,0x29ebf021440741b285a677bb7ae8038c14c763db,1644488,1.644488
41151103,0xec5dd4289563ed2b5b6cf1b68d311df25fe0d7c39a3b5c87b40bc2a4de3856bd,62,0xdba61407cab12c6a69d877760914b457b340f440,708,0.000708
41151140,0xa1a3405b02c64147db7d9e4a91230650dd24826fa7b6f9d0c160f800e1190cc9,179,0xdba61407cab12c6a69d877760914b457b340f440,0,0.0
41151166,0xa73119c577a98d034e56b4ba5f2831a4564e53e03638602d9fcc0c68308534ca,829,0x330198f0fb0a0881958d3095e0cbdc4bc3dce22c,25000000,25.0
41153635,0x1a556a2f8ddd3c2a8ff73740d0fc4249dfc51c3cc039c4aae51c684a1b252d60,131,0x2588253cc1daac3e7d823b9190ec87e75c67f2c4,25001830,25.00183
41154414,0xa510591a840582a6ac8b4510f519e3aafe52e558cceb171493cffb0e6aec8cc8,1026,0xc58a125cca799151ebf671272f7ca289f95715ba,683708,0.683708
41154532,0x89a9f5ab3dbd59e9b945c7d8722565cd0ab906f73dc4ddbc67659f6fdb3f0ceb,182,0x28bc5c6e2d1e09cc35dab14db9990b8a1052e227,175188,0.175188
41154577,0xf9c7e7464998560793920efbd085537d841492497a6754ed6d5aa8e8332e87ff,482,0xb4ce0c954bb129d8039230f701bb6503dca1ee8c,902307,0.902307
41155876,0x1e2480b44f4c75311e94cd44f85de3acd5ae1dfa77de4376a4ad0b60b6b5167c,625,0x9217778a13432064e467a9a2f1f5f48fbb19570e,130846,0.130846
41156329,0xff16099a234a15c2847c90748a187b28dbfc76f95dd13a15ffb5331750ece11a,73,0x4eb7f19d6efcace59eaed70220da5002709f9b71,8026399,8.026399
41157170,0xc93347dfced32795ee8f1228d7b34715536e5b86710e6624948cfb22d91b7f8b,1697,0x99e713b1d1b90f3735e7259be157e915ec8bdc98,605104,0.605104
41158773,0x3fa770b74321870621cace080d14acfac9e7c36c8886b9ad4784615c0265bb0f,261,0x48c7e0db3dad3fe4eb0513b86fe5c38ebb4e0f91,72587,0.072587
41159352,0x75942b48dcaa90a033f18b76fdcb1b0a43ea5f872862f02c3dc6b93460bc59f9,635,0x2880a6bb2cd1df6e03dc8bbfbed009de586c2603,766,0.000766
41160068,0x81938aa03adb945b7fcc5f7b37ec863c65e6aadcb7be30056f67ab646ca03eed,529,0xc98651e36230d55639660303e117f143051fa8be,557968,0.557968
41162170,0x0d3ef627109c4aa5e6b5094b8a22905d356092795694fdf71526befe66dac944,522,0x25e2d57ce2de404c76cf6dc6462b62fea9471712,14435,0.014435
41167705,0x94b6a1101873ff1bed6b770f081ee7f58e9260278147b98326a5592efbae2205,3,0xaaafeb4c3973d9bb2b354ca3298e19f840f4f3cf,0,0.0
41168182,0xb1deda865dc93b6683f06e177d6e1008371eae99eaf8739d5b58b79a5951c473,137,0x7d1baadb58bba857d56b74616ed20ba46608ae46,2650,0.00265
41172244,0xcd23211160c4cd29bc89268735decd70ff8a4a35c507c2138fb8c0a8a083b55a,387,0xe496dc2dcfc830174f4d7d92973c13545327771a,44139942,44.139942
41175147,0x0bb263e03cde7969f871a73e724c13937c0a85afb05d66403e227203c7bdcddd,964,0x792399b43432d3bcfe4174f444f23d59a9d33347,0,0.0
41180834,0x00fb8f69235c727a6cdb68e3324057646884e7aefa6f313dabbacc184ddb3aba,836,0x46cec8373549519c6be026aae8453af4aa1aa8f4,7371,0.007371
41185851,0xc43c1aa938305ff0d9be60659e9f526341000f894148705ae556682789aa0020,543,0xa8ea8d0b0b625f7df1218d2739f1fb35d3c77e59,169,0.000169
41186122,0xba1674311d628f08baf66ba5c5dc9b09c95e1546999342c5021348f7eaebb716,695,0x0b81750655493eee7a4c1f4e7e4fdb9536041720,213266738,213.266738
41191055,0xacd19a119e1ed6da01d5f08fe2d7a06a8a5ddf181c6ada3de25b7e5129cfd861,289,0x4dffe393b49b1e3ec9eefd668d2b664d7d83e738,996636,0.996636
41194643,0x17dceb855f180d49a3c73e4b895a9aac850117581484754fdb314e0e95325187,70,0xb8fe514f50f770c4d8a5099dc31c53d319924c89,1236977,1.236977
41195199,0xd7f5ea6459f9f7f39bbc0b00026a92315393a6bdc34299252d6a9c934d4670ef,1211,0x1c55d9c365f9cb5f09a6f98843f08c764a8f0f1d,6706,0.006706
41198394,0x08132e18b392e70ffa070e82a7f5d9d6dac2ba07d930bc824a8f568439825a52,767,0x2e80135407674f11268954cea7f6904589ab8e2e,4330594,4.330594
41200267,0x89f77bf8445563e31ace11e91f93e0e30e5535ae083a82f624c88f3d625f5ad2,554,0xd714298a14bdfe50e68a27e84d934ab6e52d44ad,8704,0.008704
41200805,0x053b7537f58091d5e616cdb467ccf0825905470b409a0728be6176cb08c6b605,105,0xaaafeb4c3973d9bb2b354ca3298e19f840f4f3cf,0,0.0
41204322,0x0d822ace39ef062fb1e9554935b2eb4be99afd3c00536ed8f1834fd5218578c4,417,0x50340d2e21236399daae63689c074cea93eb3d9a,856739,0.856739
41204843,0x39a68a8e0b539869096d76bb447d7c235a291077af8480268a7933bbbb8630ca,211,0xd9f703c92f031239218de80e0c90613edd4ebc2d,5008,0.005008
41204857,0xe0d9b4e099c5a81767fdca53933fe264634573cd2c1a72bf343577aa7f0251be,792,0xbc64a3a9f0c40b3bdced192b6f342f9b913b7b06,0,0.0
41206579,0x0e970e7b2640386eb93565e02d5e93cc2ff59fd9fec6c589c89fde3fc014d916,1786,0x01f0622055c4bb01974c3d5c1b7cd6fbe5960dcb,2457391,2.457391
41209536,0xead30130648bf76fe6f3f643f01489436c38ee5aea14192ed56d4a32b01d3e70,567,0xd40b829ba49a54505aeb6440dc3d91d4d59ddec7,0,0.0
41210270,0x0661e90fdc51c39f922279a7f6471ba3df7783714958d278178ca6f6bb5bf060,567,0xfbe9710a30b3eab4a85e0822c017b2d03a230937,96672,0.096672
41211022,0xcf37f28dac3263ad70fd37e46cfb76946772bd913a01c884752143a88a0738fc,852,0xa3b7226dea54ab25133e1e80fbf22adefa917ade,31036959,31.036959
41214655,0x8267dbeeb6a09762b8c1ecd1f8db773e1121c702c8322fe0a539bf7d56034781,969,0xe868b77db5b8202f844d2243aa8fd1503d8d1d73,24183,0.024183
41217652,0x092a1e93e4c9f633256a0ec4377da6866c77ef33b6bb9314678055c6f248f0c0,1057,0x553276ff2623863a4d79672014020efdbe3d9204,2794075,2.794075
41218384,0x0df56e28a4a18f86d413a1569f904b8758566fb83313871c3a20c201d1f3a278,681,0x48b576c87e788a762d6f95a456f2a39113b46950,50000000,50.0
41218883,0xdaa47b2ced2095be75652fbac20b0172859f3aa49acb560dd0323c19ae7aec67,903,0xe7fdfc5fa1559e482dfff7dfd2ef8c6c24d42baf,57870490,57.87049
41224127,0x1a450cc8032fa1e8c019fe80ac369737cc73f31413a69d82ae2b19d6dc4ae9c6,611,0x4d2a353dcd9b25a241382241c9b9a27b7cd08f20,16040000,16.04
41224776,0xd73653582dcf149f06169c7598e7721b066ce3ffe6a3d0ab38f011f4e66aeeda,169,0x5aaefac74f3bc3972ef9392fe46731abc26f1af4,28136,0.028136
41226659,0xe523728df4dbb92613c3013bcaf81578605b63ac6b0a4f12afb6b39badbf61e8,963,0x843838a846c1607a742b9d7ddcab3aece2ee3e1e,1189021,1.189021
41231373,0x84216b0229b4a00090f81c7fd72df1099c89ca8ca4b967dda578a8168e1b4861,170,0x6667bb8eaa06ba51cd783af69d4639765f42b4d1,207963,0.207963
41231847,0x7b3d41a76db9a569caaf552461855355c90f2df9585954bcb18ce3ebbed39f2a,667,0x70a871911538e5f54acbfcd15858d2d11b3e5351,7826,0.007826
41235283,0x5e61de05a46613e7d00461c115ce5d06c47913bd6a564ca57f02e1cd4ae0d5e5,679,0x447fe8022b18cbebf09f9d2cd02140a13bf1dcc9,1123384,1.123384
41235914,0x2d0df8f8e03e95718b710b05fa750cf97ab8b47874fce1ae56393fbf1734fadb,775,0x7e2e7f11f87f73a306f0e2d4ac3fe4bdda3d0c2c,716172,0.716172
41237223,0x227429ef75e895ec1f4f50d935adb37286c2f5d6f3dbe72df4b05a42bee3881e,684,0xfd73d18cf5372084ebe4a6d40f19b88019317f28,25000000,25.0
41239229,0x063f7cdcee0bc0bf15560f363ad801cadba5c583fa83b257fca8471ecbb8cafc,127,0xb8fbd9a43cc0ceb3d9ddd58b752979a77e6f0c1d,2722934,2.722934
41239594,0x2f47c91126d9ebea3bddb289fcfdfc4c73c5f6df74152170db326b24bd25d65f,1666,0x8e89841f27d053be5485d6213479addc236d3998,270051,0.270051
41239637,0xcf7d12e19b83aad506417fc99c3c11330c73baecb559876779ab90d062de2059,1419,0xbde9500e8726032f1ad0876b76ac0b4923b23fcc,24183,0.024183
41239806,0xaaa0c862607661086030bb58320ac4b0fd5b2c920b2a203b253485560a185007,1045,0x7eb4d1f3b748890d7dfcd8eae09b087454fedce9,876713,0.876713
41241116,0x6645b8ea8c26aa5c19f80b27bb61501160a0c9e06d722bce63d98882a023a7d4,521,0xee5fbe7be673deb049daf02cc34673067df54cc5,1003232,1.003232
41246664,0x22439cdcf63603554dd6332b803ebf681f32676db8dc650b209591242b25db3d,88,0x20d27d79db0e101650d3d31d456ad565425fee36,66,6.6e-05
41249478,0x1f2f9909a82ae12e3a6674ed9957fdc97d0d98e673e915535cd6883dad5382b0,639,0xc1919db0c4d778693188c986462d351b2693aa9a,591995,0.591995
41249931,0x4732251c4754e21886ca7c64658f69071a2e3fb691ba839fea051883db8f97aa,479,0xb5aa70e6c5550bb6f9a9f96e9334b4f41d90f0ae,0,0.0
41250724,0x2fa2a794abf91c621007a1b39321f14a4d81b3684fdccc3268cdd15c9fb664df,690,0x553276ff2623863a4d79672014020efdbe3d9204,6904642,6.904642
41250944,0xaafb329e40d5e399c7c19236445a58497370b6ef32e91006487a0795036a89e6,402,0x2c160f970e5aeba87c3343feaf61191b63e2b47a,1858318,1.858318
41251694,0x00f92b16e1dc7ef65eb24ce274841a54b96f494fc558c866a481a98be6ea3278,438,0xb5aa70e6c5550bb6f9a9f96e9334b4f41d90f0ae,0,0.0
41252884,0x2d9e21517e056211aec18ef961ee110680c3a131813ae23c27c2b75b10b898e4,93,0x1de4f046c45cd4e39cfcdf36b7df4856b4031955,14051444,14.051444
41255038,0x15f8ff133c6529f8d23ddaab78c57c4530abf8858143bfde0c6c709563e6f085,1086,0xdc40301147eff42e447cc130369223521faa8e45,484148,0.484148
41255963,0x257fbf3fcf25fc90a20412878b0c2e10fd689fe93aa733703643f5c002d91a6d,1771,0x8f6ba914cf0047d1240afcc0b17c84f72dbb82ca,3909348,3.909348
41257173,0x08c6bf7f45e20da530f55127487fefc63ffd8ddfa5677849287d60fab97e237f,1139,0xe7fdfc5fa1559e482dfff7dfd2ef8c6c24d42baf,28259523,28.259523
41258243,0x37c3985d431fdfd63c7c87027928e8442dc27d4d5ddf97d11c89c21b2b781004,833,0x07ba1b451bc00a27ad89888cb0d3d97f6155a83e,412286,0.412286
41261780,0xd6941baf8682e3c099f23104d55cb400c76ee0a0f17fd169e1c8f672f9440cce,1098,0xbc6b1e5750ae2fef739f12df840442d29ea7d304,4,4e-06
41262021,0x601b81f36a9878e247998ba3808823a2fbc8d1a1886b887414c4f20576f07f02,784,0xe548524d3a4b369eeda01bb3bc8821c793035027,0,0.0
41262039,0x1794868a7294c1efc43dd97d4181ffd44f8720a2bda9dab5b20a91365058e3e3,700,0xe548524d3a4b369eeda01bb3bc8821c793035027,0,0.0
41262130,0x32ff41128a9c33a87bfeefde9a8edb41b0b576507f3e171fee1813936774813f,1070,0xfd86f1bb2fc156c1f5c3229af85ea688ff94ef5b,78115,0.078115
41266679,0x767a7d35c00e8f50226b3e5b88687db7e783bfb4d27c4c03f833a060f01fb70f,1344,0x6da420e398138808833af7b9455255b1bc6c032d,44498,0.044498
41268010,0xeb7fc8a31157df17a58501d75cfe605bd2e5a422b7934ab82d0d146dbf4b957a,1132,0x584fffda63364695006032d0364bf2eec2a0b6c5,9008,0.009008
41270098,0x3e7c74fbea33d7bca095f79dddc91e2fe98999a836af9941f6ef954bd7395b4a,745,0x8f6ba914cf0047d1240afcc0b17c84f72dbb82ca,1369173,1.369173
41270461,0xed3485bda3fbb73d84976aaf1893dd060d1e65e43300d3e2cedd8e092a11618d,911,0x8e34e7245668de0ad8b0b5542a004b6f5019c712,0,0.0
41271104,0xed73a4fd0e674c6e098eb4b89041903014a24eeb5a7fbedd82aada7aaee70e75,1041,0x07ba1b451bc00a27ad89888cb0d3d97f6155a83e,137487,0.137487
41271500,0x2d978fab9c2830efcefd55a1b9d281ffcdeb413cba52e5f760fded68e3ea74ae,1133,0x6b5cf988072f84be89e2a7c3314d1ef5551a6c0b,194682,0.194682
41274954,0xab6ef44573731e62f108ec1758bf08961c0b341646f8765dc962f75b66c9b84c,905,0x71d7fcf6eb7b3ab7a2a5ca49be6907bcb78d2208,99813,0.099813
41274960,0xcb3c87bdb4eeea18da6ba91ceb04b6208aa7dc84bf9bc04f66b0b0c6502988a4,406,0x71d7fcf6eb7b3ab7a2a5ca49be6907bcb78d2208,0,0.0
41275562,0xf27df56280769a31e0a2e454c290dab21c27f2bcbbaf1f2aa80baeb6b99e0531,943,0x3cc49003769d060d269072d811d3ed7ab6f4bd58,5446512,5.446512
41275581,0x422d587b22ae1b7d84d9b2b6668f2d5521da6d30a4e41eda54454d37bf5ae89c,778,0x3cc49003769d060d269072d811d3ed7ab6f4bd58,0,0.0
41275625,0x56e83d76449c8e3e5c8129a7061e2a335c658ae7f15e010bcac871bcdc9a127b,572,0x3cc49003769d060d269072d811d3ed7ab6f4bd58,0,0.0
41280672,0x6d2f72f1a756b6b1625e9225a988dce5b0b75e740a423da340642f15f6170104,1030,0xe7fdfc5fa1559e482dfff7dfd2ef8c6c24d42baf,28281510,28.28151
41281051,0xcc64d7d76bff56c7da1c924601717aff4a7c973f62013862cfb09263f1278c2a,830,0x1e45d9c4da6461737a45ca8b2bc325daa26f9083,25438,0.025438
41281924,0x64c956bf8ab86e1f697ab469fa13dd08eb1a04aa7f4c30d858e10bab315d7755,139,0xdbafe7294a9057c8a28595e8fcab579547510289,860944,0.860944
41283842,0xbf19cadd717a02bd49cff8cb698a7455bfdf14c2560ada0854b9ec7daaf7a7fa,65,0xce4f41443ca5ea6ce0cbc02adf8e40bf49d6f627,116,0.000116
41284072,0x43e869d6dd67484943d47180d9086dd4e6ba80fd57029c0634d69b9b9f9da361,1050,0xd1cf8d595a78ecbc175f84d15944aaf93ce5272e,5460,0.00546
41285690,0x6d7598e7bbbf3bd926ab6972b9a9cab37672d7740fdf639e187016f31c006154,744,0x4fb30f8cce1f80fc9cc45f7f626069be7549af59,1205,0.001205
41287601,0x7511ebd27b9fbe6b1c923630e2caebcdc5e26aa4abce7e2ecbfcd3eb73e0da5a,875,0xc87e708233e586197569c150278baebdb9403264,157751,0.157751
41287843,0xb59715777789cd4c106e2f25bb3fd05491975c3e4bd1c97e1fd6385a2da44a2c,287,0xdfb00c8f3d2e23f68aa49aeb382c62cbfc53985a,25000000,25.0
41289722,0x78c256e056ca5d32adc19caf753d8e4b4d5f3ba2e3769d17a1401f0a4fa24f3e,1035,0x8a7fa260e4b825a5dffccdece81c78ead27d3643,25000000,25.0
